Log_Date,From,To,Sales
1397/01/30,42,66,1
1397/01/30,42,70,20
1397/01/30,43,70,0
1397/01/30,45,49,1
1397/01/30,45,66,2
1397/01/30,45,70,57
1397/01/30,47,70,3
1397/01/30,49,3,5
1397/01/30,49,5,1
1397/01/30,49,6,1
1397/01/30,49,10,19
1397/01/30,49,11,8
1397/01/30,49,15,3
1397/01/30,49,16,3
1397/01/30,49,22,4
1397/01/30,49,24,2
1397/01/30,49,30,7
1397/01/30,49,37,1
1397/01/30,49,42,2
1397/01/30,49,45,3
1397/01/30,49,58,5
1397/01/30,49,60,0
1397/01/30,49,63,2
1397/01/30,49,66,12
1397/01/30,49,67,7
1397/01/30,49,70,191
1397/01/30,49,72,2
1397/01/30,49,75,19
1397/01/30,49,76,8
1397/01/30,51,70,0
1397/01/30,53,70,64
1397/01/30,55,70,0
1397/01/30,56,30,0
1397/01/30,56,70,15
1397/01/30,58,10,2
1397/01/30,58,15,8
1397/01/30,58,49,9
1397/01/30,58,66,2
1397/01/30,58,67,0
1397/01/30,58,70,15
1397/01/30,59,70,1
1397/01/30,61,30,0
1397/01/30,61,70,3
1397/01/30,62,70,3
1397/01/30,63,10,1
1397/01/30,63,15,8
1397/01/30,63,49,9
1397/01/30,63,66,9
1397/01/30,63,70,1
1397/01/30,65,70,2
1397/01/30,66,3,10
1397/01/30,66,10,20
1397/01/30,66,13,1
1397/01/30,66,15,17
1397/01/30,66,16,1
1397/01/30,66,24,1
1397/01/30,66,30,5
1397/01/30,66,42,3
1397/01/30,66,49,11
1397/01/30,66,58,8
1397/01/30,66,67,5
1397/01/30,66,70,187
1397/01/30,66,75,1
1397/01/30,66,76,2
1397/01/30,67,10,6
1397/01/30,67,15,1
1397/01/30,67,30,2
1397/01/30,67,42,1
1397/01/30,67,49,3
1397/01/30,67,66,4
1397/01/30,67,70,122
1397/01/30,70,3,21
1397/01/30,70,4,0
1397/01/30,70,5,1
1397/01/30,70,6,31
1397/01/30,70,8,2
1397/01/30,70,10,189
1397/01/30,70,11,60
1397/01/30,70,13,3
1397/01/30,70,15,66
1397/01/30,70,16,36
1397/01/30,70,19,2
1397/01/30,70,20,23
1397/01/30,70,22,26
1397/01/30,70,23,2
1397/01/30,70,24,17
1397/01/30,70,30,46
1397/01/30,70,31,0
1397/01/30,70,32,17
1397/01/30,70,37,20
1397/01/30,70,39,3
1397/01/30,70,42,26
1397/01/30,70,45,51
1397/01/30,70,47,4
1397/01/30,70,49,198
1397/01/30,70,50,2
1397/01/30,70,51,0
1397/01/30,70,53,55
1397/01/30,70,55,0
1397/01/30,70,56,18
1397/01/30,70,58,16
1397/01/30,70,59,2
1397/01/30,70,61,4
1397/01/30,70,62,6
1397/01/30,70,63,1
1397/01/30,70,65,4
1397/01/30,70,66,180
1397/01/30,70,67,126
1397/01/30,70,72,16
1397/01/30,70,75,35
1397/01/30,70,76,17
1397/01/30,72,49,2
1397/01/30,72,70,12
1397/01/30,75,15,0
1397/01/30,75,30,2
1397/01/30,75,37,1
1397/01/30,75,49,16
1397/01/30,75,70,40
1397/01/30,75,76,4
1397/01/30,76,49,3
1397/01/30,76,66,1
1397/01/30,76,70,12
1397/01/30,76,75,6
1397/08/01,1,49,2
1397/08/01,3,15,2
1397/08/01,3,30,14
1397/08/01,3,49,2
1397/08/01,3,66,9
1397/08/01,3,70,52
1397/08/01,5,70,2
1397/08/01,6,70,41
1397/08/01,8,70,3
1397/08/01,10,11,8
1397/08/01,10,15,6
1397/08/01,10,30,16
1397/08/01,10,37,1
1397/08/01,10,42,6
1397/08/01,10,45,0
1397/08/01,10,49,45
1397/08/01,10,56,1
1397/08/01,10,58,3
1397/08/01,10,63,7
1397/08/01,10,66,20
1397/08/01,10,67,5
1397/08/01,10,70,406
1397/08/01,11,15,2
1397/08/01,11,49,20
1397/08/01,11,70,93
1397/08/01,14,70,4
1397/08/01,15,3,3
1397/08/01,15,11,6
1397/08/01,15,22,0
1397/08/01,15,30,10
1397/08/01,15,42,8
1397/08/01,15,45,3
1397/08/01,15,49,10
1397/08/01,15,58,5
1397/08/01,15,63,6
1397/08/01,15,66,30
1397/08/01,15,67,7
1397/08/01,15,70,137
1397/08/01,15,75,1
1397/08/01,15,76,2
1397/08/01,16,30,1
1397/08/01,16,70,102
1397/08/01,19,70,1
1397/08/01,20,70,23
1397/08/01,22,15,0
1397/08/01,22,49,3
1397/08/01,22,70,44
1397/08/01,22,75,4
1397/08/01,24,30,4
1397/08/01,24,45,4
1397/08/01,24,49,3
1397/08/01,24,70,46
1397/08/01,30,3,6
1397/08/01,30,10,33
1397/08/01,30,15,9
1397/08/01,30,16,2
1397/08/01,30,24,1
1397/08/01,30,37,3
1397/08/01,30,42,4
1397/08/01,30,49,16
1397/08/01,30,56,1
1397/08/01,30,66,5
1397/08/01,30,67,1
1397/08/01,30,70,91
1397/08/01,32,30,0
1397/08/01,32,49,2
1397/08/01,32,70,37
1397/08/01,37,10,1
1397/08/01,37,30,2
1397/08/01,37,42,5
1397/08/01,37,49,14
1397/08/01,37,66,1
1397/08/01,37,67,1
1397/08/01,37,70,38
1397/08/01,39,70,5
1397/08/01,41,70,2
1397/08/01,42,15,5
1397/08/01,42,30,8
1397/08/01,42,49,5
1397/08/01,42,66,10
1397/08/01,42,67,1
1397/08/01,42,70,51
1397/08/01,45,15,4
1397/08/01,45,24,2
1397/08/01,45,42,1
1397/08/01,45,49,8
1397/08/01,45,70,74
1397/08/01,47,70,4
1397/08/01,49,1,2
1397/08/01,49,3,6
1397/08/01,49,5,2
1397/08/01,49,6,2
1397/08/01,49,10,43
1397/08/01,49,11,23
1397/08/01,49,15,4
1397/08/01,49,16,9
1397/08/01,49,22,3
1397/08/01,49,24,2
1397/08/01,49,30,19
1397/08/01,49,32,2
1397/08/01,49,37,9
1397/08/01,49,42,5
1397/08/01,49,45,6
1397/08/01,49,51,2
1397/08/01,49,53,2
1397/08/01,49,56,0
1397/08/01,49,58,14
1397/08/01,49,63,18
1397/08/01,49,66,23
1397/08/01,49,67,18
1397/08/01,49,70,460
1397/08/01,49,72,3
1397/08/01,49,75,33
1397/08/01,51,49,1
1397/08/01,51,70,1
1397/08/01,53,70,100
1397/08/01,55,70,0
1397/08/01,56,10,1
1397/08/01,56,30,1
1397/08/01,56,70,34
1397/08/01,58,15,10
1397/08/01,58,42,1
1397/08/01,58,49,9
1397/08/01,58,56,1
1397/08/01,58,66,4
1397/08/01,58,67,1
1397/08/01,58,70,24
1397/08/01,60,70,3
1397/08/01,61,70,11
1397/08/01,62,70,14
1397/08/01,63,15,9
1397/08/01,63,42,1
1397/08/01,63,49,14
1397/08/01,63,66,5
1397/08/01,63,70,2
1397/08/01,65,70,3
1397/08/01,66,3,8
1397/08/01,66,10,16
1397/08/01,66,15,31
1397/08/01,66,24,2
1397/08/01,66,30,7
1397/08/01,66,37,4
1397/08/01,66,42,9
1397/08/01,66,49,25
1397/08/01,66,56,2
1397/08/01,66,58,4
1397/08/01,66,63,4
1397/08/01,66,67,5
1397/08/01,66,70,291
1397/08/01,66,75,2
1397/08/01,67,10,2
1397/08/01,67,15,5
1397/08/01,67,30,2
1397/08/01,67,37,1
1397/08/01,67,42,1
1397/08/01,67,49,15
1397/08/01,67,58,1
1397/08/01,67,66,4
1397/08/01,67,70,220
1397/08/01,70,3,39
1397/08/01,70,5,3
1397/08/01,70,6,44
1397/08/01,70,10,346
1397/08/01,70,11,103
1397/08/01,70,14,3
1397/08/01,70,15,139
1397/08/01,70,16,101
1397/08/01,70,17,3
1397/08/01,70,19,5
1397/08/01,70,20,27
1397/08/01,70,22,46
1397/08/01,70,23,2
1397/08/01,70,24,40
1397/08/01,70,30,119
1397/08/01,70,31,0
1397/08/01,70,32,35
1397/08/01,70,37,61
1397/08/01,70,39,5
1397/08/01,70,41,1
1397/08/01,70,42,81
1397/08/01,70,45,78
1397/08/01,70,47,4
1397/08/01,70,49,443
1397/08/01,70,51,2
1397/08/01,70,53,89
1397/08/01,70,55,0
1397/08/01,70,56,35
1397/08/01,70,58,27
1397/08/01,70,60,1
1397/08/01,70,61,13
1397/08/01,70,62,25
1397/08/01,70,63,5
1397/08/01,70,65,2
1397/08/01,70,66,286
1397/08/01,70,67,218
1397/08/01,70,68,1
1397/08/01,70,72,8
1397/08/01,70,75,77
1397/08/01,70,76,37
1397/08/01,72,70,11
1397/08/01,75,22,3
1397/08/01,75,30,1
1397/08/01,75,37,2
1397/08/01,75,49,29
1397/08/01,75,66,6
1397/08/01,75,70,96
1397/08/01,75,76,8
1397/08/01,76,49,7
1397/08/01,76,70,29
1397/08/01,76,75,6
1397/08/02,1,49,2
1397/08/02,3,30,7
1397/08/02,3,49,3
1397/08/02,3,66,10
1397/08/02,3,70,55
1397/08/02,5,70,4
1397/08/02,6,49,2
1397/08/02,6,70,40
1397/08/02,8,70,2
1397/08/02,10,15,6
1397/08/02,10,30,25
1397/08/02,10,37,2
1397/08/02,10,49,24
1397/08/02,10,58,3
1397/08/02,10,63,2
1397/08/02,10,66,25
1397/08/02,10,67,6
1397/08/02,10,70,391
1397/08/02,11,15,3
1397/08/02,11,49,19
1397/08/02,11,70,106
1397/08/02,14,70,3
1397/08/02,15,10,12
1397/08/02,15,11,6
1397/08/02,15,30,9
1397/08/02,15,42,12
1397/08/02,15,45,5
1397/08/02,15,58,3
1397/08/02,15,63,3
1397/08/02,15,66,27
1397/08/02,15,70,134
1397/08/02,16,30,1
1397/08/02,16,49,4
1397/08/02,16,70,67
1397/08/02,17,70,2
1397/08/02,19,70,2
1397/08/02,20,70,29
1397/08/02,22,70,41
1397/08/02,22,75,3
1397/08/02,24,30,3
1397/08/02,24,49,7
1397/08/02,24,66,3
1397/08/02,24,70,41
1397/08/02,30,3,8
1397/08/02,30,10,21
1397/08/02,30,15,9
1397/08/02,30,16,2
1397/08/02,30,24,1
1397/08/02,30,32,0
1397/08/02,30,37,2
1397/08/02,30,42,6
1397/08/02,30,49,13
1397/08/02,30,56,3
1397/08/02,30,70,81
1397/08/02,31,70,2
1397/08/02,32,30,0
1397/08/02,32,70,27
1397/08/02,37,30,3
1397/08/02,37,42,1
1397/08/02,37,49,8
1397/08/02,37,66,1
1397/08/02,37,67,1
1397/08/02,37,70,34
1397/08/02,39,70,1
1397/08/02,41,70,1
1397/08/02,42,10,9
1397/08/02,42,15,3
1397/08/02,42,30,4
1397/08/02,42,37,3
1397/08/02,42,49,2
1397/08/02,42,58,1
1397/08/02,42,66,4
1397/08/02,42,67,2
1397/08/02,42,70,80
1397/08/02,45,10,0
1397/08/02,45,15,1
1397/08/02,45,24,4
1397/08/02,45,49,5
1397/08/02,45,70,79
1397/08/02,49,1,2
1397/08/02,49,3,2
1397/08/02,49,6,1
1397/08/02,49,10,28
1397/08/02,49,11,23
1397/08/02,49,15,7
1397/08/02,49,16,4
1397/08/02,49,24,2
1397/08/02,49,30,19
1397/08/02,49,37,4
1397/08/02,49,42,2
1397/08/02,49,45,4
1397/08/02,49,51,4
1397/08/02,49,58,14
1397/08/02,49,63,10
1397/08/02,49,66,29
1397/08/02,49,67,10
1397/08/02,49,70,457
1397/08/02,49,72,1
1397/08/02,49,75,22
1397/08/02,49,76,4
1397/08/02,51,49,5
1397/08/02,53,70,84
1397/08/02,55,70,0
1397/08/02,56,10,1
1397/08/02,56,30,2
1397/08/02,56,49,0
1397/08/02,56,58,1
1397/08/02,56,67,0
1397/08/02,56,70,27
1397/08/02,58,10,1
1397/08/02,58,15,3
1397/08/02,58,30,0
1397/08/02,58,42,1
1397/08/02,58,49,9
1397/08/02,58,66,5
1397/08/02,58,70,20
1397/08/02,59,70,1
1397/08/02,61,70,14
1397/08/02,62,70,6
1397/08/02,63,10,4
1397/08/02,63,15,8
1397/08/02,63,42,1
1397/08/02,63,49,10
1397/08/02,63,66,7
1397/08/02,63,70,2
1397/08/02,65,70,3
1397/08/02,66,3,13
1397/08/02,66,10,17
1397/08/02,66,15,31
1397/08/02,66,24,3
1397/08/02,66,30,5
1397/08/02,66,42,7
1397/08/02,66,49,38
1397/08/02,66,58,5
1397/08/02,66,63,5
1397/08/02,66,67,9
1397/08/02,66,70,284
1397/08/02,66,75,2
1397/08/02,67,10,5
1397/08/02,67,15,3
1397/08/02,67,30,2
1397/08/02,67,37,1
1397/08/02,67,42,1
1397/08/02,67,49,16
1397/08/02,67,56,1
1397/08/02,67,58,1
1397/08/02,67,66,4
1397/08/02,67,70,172
1397/08/02,70,3,57
1397/08/02,70,5,9
1397/08/02,70,6,46
1397/08/02,70,8,8
1397/08/02,70,10,382
1397/08/02,70,11,113
1397/08/02,70,13,3
1397/08/02,70,14,4
1397/08/02,70,15,170
1397/08/02,70,16,61
1397/08/02,70,17,3
1397/08/02,70,19,4
1397/08/02,70,20,26
1397/08/02,70,22,52
1397/08/02,70,23,2
1397/08/02,70,24,38
1397/08/02,70,30,94
1397/08/02,70,31,0
1397/08/02,70,32,44
1397/08/02,70,36,3
1397/08/02,70,37,34
1397/08/02,70,39,2
1397/08/02,70,41,1
1397/08/02,70,42,71
1397/08/02,70,45,60
1397/08/02,70,49,396
1397/08/02,70,51,2
1397/08/02,70,53,79
1397/08/02,70,55,0
1397/08/02,70,56,43
1397/08/02,70,58,21
1397/08/02,70,59,2
1397/08/02,70,61,13
1397/08/02,70,62,13
1397/08/02,70,63,5
1397/08/02,70,65,5
1397/08/02,70,66,301
1397/08/02,70,67,159
1397/08/02,70,72,12
1397/08/02,70,75,69
1397/08/02,70,76,18
1397/08/02,72,49,2
1397/08/02,72,70,12
1397/08/02,75,22,3
1397/08/02,75,49,27
1397/08/02,75,66,3
1397/08/02,75,70,57
1397/08/02,75,76,4
1397/08/02,76,49,6
1397/08/02,76,70,17
1397/08/02,76,75,3
1397/08/03,1,49,2
1397/08/03,3,15,1
1397/08/03,3,30,3
1397/08/03,3,49,10
1397/08/03,3,66,15
1397/08/03,3,70,51
1397/08/03,5,70,4
1397/08/03,6,70,32
1397/08/03,8,70,4
1397/08/03,10,15,3
1397/08/03,10,30,24
1397/08/03,10,37,2
1397/08/03,10,42,5
1397/08/03,10,49,30
1397/08/03,10,58,2
1397/08/03,10,63,5
1397/08/03,10,66,17
1397/08/03,10,67,2
1397/08/03,10,70,345
1397/08/03,11,15,5
1397/08/03,11,49,28
1397/08/03,11,70,105
1397/08/03,15,3,4
1397/08/03,15,11,15
1397/08/03,15,22,0
1397/08/03,15,30,11
1397/08/03,15,42,6
1397/08/03,15,45,3
1397/08/03,15,49,11
1397/08/03,15,58,6
1397/08/03,15,63,3
1397/08/03,15,66,16
1397/08/03,15,67,3
1397/08/03,15,70,144
1397/08/03,15,75,1
1397/08/03,15,76,2
1397/08/03,16,30,2
1397/08/03,16,49,2
1397/08/03,16,70,75
1397/08/03,20,70,24
1397/08/03,22,49,6
1397/08/03,22,70,46
1397/08/03,22,75,3
1397/08/03,23,70,2
1397/08/03,24,30,2
1397/08/03,24,49,2
1397/08/03,24,70,46
1397/08/03,30,10,26
1397/08/03,30,15,7
1397/08/03,30,16,1
1397/08/03,30,24,2
1397/08/03,30,37,2
1397/08/03,30,42,5
1397/08/03,30,49,21
1397/08/03,30,66,4
1397/08/03,30,70,64
1397/08/03,32,30,0
1397/08/03,32,49,1
1397/08/03,32,70,48
1397/08/03,37,30,1
1397/08/03,37,42,2
1397/08/03,37,49,2
1397/08/03,37,67,1
1397/08/03,37,70,42
1397/08/03,37,75,3
1397/08/03,39,70,8
1397/08/03,41,70,1
1397/08/03,42,10,7
1397/08/03,42,15,6
1397/08/03,42,30,2
1397/08/03,42,37,2
1397/08/03,42,49,2
1397/08/03,42,66,14
1397/08/03,42,67,1
1397/08/03,42,70,64
1397/08/03,45,15,3
1397/08/03,45,42,1
1397/08/03,45,49,8
1397/08/03,45,70,68
1397/08/03,47,70,10
1397/08/03,49,1,2
1397/08/03,49,3,4
1397/08/03,49,5,3
1397/08/03,49,10,20
1397/08/03,49,11,18
1397/08/03,49,15,12
1397/08/03,49,16,4
1397/08/03,49,22,6
1397/08/03,49,24,4
1397/08/03,49,30,9
1397/08/03,49,37,11
1397/08/03,49,42,3
1397/08/03,49,45,6
1397/08/03,49,56,0
1397/08/03,49,58,6
1397/08/03,49,63,14
1397/08/03,49,66,23
1397/08/03,49,67,25
1397/08/03,49,70,427
1397/08/03,49,72,2
1397/08/03,49,75,20
1397/08/03,49,76,8
1397/08/03,51,49,3
1397/08/03,51,70,1
1397/08/03,53,70,88
1397/08/03,55,70,0
1397/08/03,56,10,2
1397/08/03,56,30,1
1397/08/03,56,70,30
1397/08/03,58,10,3
1397/08/03,58,15,6
1397/08/03,58,49,6
1397/08/03,58,66,7
1397/08/03,58,70,19
1397/08/03,59,70,1
1397/08/03,61,70,10
1397/08/03,62,70,20
1397/08/03,63,10,3
1397/08/03,63,42,1
1397/08/03,63,49,14
1397/08/03,63,66,5
1397/08/03,63,70,2
1397/08/03,65,70,6
1397/08/03,66,3,18
1397/08/03,66,10,28
1397/08/03,66,15,22
1397/08/03,66,24,2
1397/08/03,66,37,4
1397/08/03,66,42,19
1397/08/03,66,49,39
1397/08/03,66,58,3
1397/08/03,66,63,2
1397/08/03,66,67,11
1397/08/03,66,70,270
1397/08/03,66,75,2
1397/08/03,67,10,6
1397/08/03,67,15,2
1397/08/03,67,30,1
1397/08/03,67,42,1
1397/08/03,67,49,23
1397/08/03,67,58,1
1397/08/03,67,66,8
1397/08/03,67,70,189
1397/08/03,70,3,58
1397/08/03,70,5,3
1397/08/03,70,6,46
1397/08/03,70,8,4
1397/08/03,70,10,366
1397/08/03,70,11,88
1397/08/03,70,14,3
1397/08/03,70,15,134
1397/08/03,70,16,89
1397/08/03,70,17,1
1397/08/03,70,19,3
1397/08/03,70,20,25
1397/08/03,70,22,38
1397/08/03,70,23,4
1397/08/03,70,24,37
1397/08/03,70,30,97
1397/08/03,70,32,44
1397/08/03,70,37,35
1397/08/03,70,39,9
1397/08/03,70,41,4
1397/08/03,70,42,73
1397/08/03,70,45,84
1397/08/03,70,47,7
1397/08/03,70,49,438
1397/08/03,70,51,2
1397/08/03,70,53,94
1397/08/03,70,55,0
1397/08/03,70,56,36
1397/08/03,70,58,22
1397/08/03,70,61,11
1397/08/03,70,62,17
1397/08/03,70,63,4
1397/08/03,70,65,11
1397/08/03,70,66,276
1397/08/03,70,67,220
1397/08/03,70,72,15
1397/08/03,70,75,73
1397/08/03,70,76,38
1397/08/03,72,70,12
1397/08/03,75,15,1
1397/08/03,75,22,1
1397/08/03,75,49,34
1397/08/03,75,66,4
1397/08/03,75,70,84
1397/08/03,75,76,3
1397/08/03,76,15,3
1397/08/03,76,49,6
1397/08/03,76,70,36
1397/08/03,76,75,9
1397/08/04,1,56,3
1397/08/04,3,30,11
1397/08/04,3,49,9
1397/08/04,3,66,9
1397/08/04,3,70,56
1397/08/04,5,49,3
1397/08/04,6,49,4
1397/08/04,6,70,18
1397/08/04,10,11,6
1397/08/04,10,15,8
1397/08/04,10,30,18
1397/08/04,10,42,3
1397/08/04,10,45,0
1397/08/04,10,49,27
1397/08/04,10,58,1
1397/08/04,10,63,2
1397/08/04,10,66,24
1397/08/04,10,67,5
1397/08/04,10,70,279
1397/08/04,11,15,4
1397/08/04,11,49,20
1397/08/04,11,70,87
1397/08/04,13,70,2
1397/08/04,15,3,2
1397/08/04,15,10,6
1397/08/04,15,11,4
1397/08/04,15,22,0
1397/08/04,15,30,7
1397/08/04,15,42,7
1397/08/04,15,45,4
1397/08/04,15,49,6
1397/08/04,15,58,5
1397/08/04,15,66,16
1397/08/04,15,67,5
1397/08/04,15,70,106
1397/08/04,15,75,1
1397/08/04,16,70,84
1397/08/04,20,70,12
1397/08/04,22,15,0
1397/08/04,22,49,2
1397/08/04,22,70,27
1397/08/04,23,70,2
1397/08/04,24,45,1
1397/08/04,24,49,2
1397/08/04,24,66,2
1397/08/04,24,70,40
1397/08/04,30,10,20
1397/08/04,30,15,10
1397/08/04,30,32,0
1397/08/04,30,42,8
1397/08/04,30,49,23
1397/08/04,30,50,1
1397/08/04,30,58,0
1397/08/04,30,70,74
1397/08/04,32,30,0
1397/08/04,32,49,2
1397/08/04,32,70,27
1397/08/04,37,42,4
1397/08/04,37,49,4
1397/08/04,37,70,41
1397/08/04,39,70,1
1397/08/04,42,10,3
1397/08/04,42,15,7
1397/08/04,42,30,4
1397/08/04,42,37,5
1397/08/04,42,45,1
1397/08/04,42,49,4
1397/08/04,42,66,9
1397/08/04,42,67,2
1397/08/04,42,70,56
1397/08/04,45,15,3
1397/08/04,45,49,6
1397/08/04,45,70,64
1397/08/04,49,1,3
1397/08/04,49,3,2
1397/08/04,49,5,3
1397/08/04,49,6,2
1397/08/04,49,10,39
1397/08/04,49,11,15
1397/08/04,49,15,9
1397/08/04,49,16,3
1397/08/04,49,24,3
1397/08/04,49,30,13
1397/08/04,49,37,3
1397/08/04,49,42,2
1397/08/04,49,45,6
1397/08/04,49,58,5
1397/08/04,49,63,13
1397/08/04,49,66,31
1397/08/04,49,67,17
1397/08/04,49,70,357
1397/08/04,49,75,15
1397/08/04,50,70,1
1397/08/04,53,70,82
1397/08/04,55,70,0
1397/08/04,56,10,1
1397/08/04,56,30,1
1397/08/04,56,70,18
1397/08/04,58,10,3
1397/08/04,58,15,8
1397/08/04,58,42,1
1397/08/04,58,49,6
1397/08/04,58,66,8
1397/08/04,58,70,15
1397/08/04,61,70,11
1397/08/04,62,70,10
1397/08/04,63,10,3
1397/08/04,63,15,6
1397/08/04,63,49,14
1397/08/04,63,70,1
1397/08/04,65,70,3
1397/08/04,66,3,5
1397/08/04,66,10,22
1397/08/04,66,15,12
1397/08/04,66,24,2
1397/08/04,66,30,12
1397/08/04,66,37,2
1397/08/04,66,42,11
1397/08/04,66,49,28
1397/08/04,66,58,10
1397/08/04,66,67,3
1397/08/04,66,70,233
1397/08/04,66,75,2
1397/08/04,67,10,5
1397/08/04,67,15,2
1397/08/04,67,37,1
1397/08/04,67,49,13
1397/08/04,67,56,1
1397/08/04,67,66,8
1397/08/04,67,70,190
1397/08/04,70,3,49
1397/08/04,70,5,2
1397/08/04,70,6,28
1397/08/04,70,8,4
1397/08/04,70,10,311
1397/08/04,70,11,86
1397/08/04,70,14,3
1397/08/04,70,15,99
1397/08/04,70,16,60
1397/08/04,70,19,1
1397/08/04,70,20,9
1397/08/04,70,22,30
1397/08/04,70,24,41
1397/08/04,70,30,78
1397/08/04,70,32,24
1397/08/04,70,37,44
1397/08/04,70,39,4
1397/08/04,70,41,2
1397/08/04,70,42,56
1397/08/04,70,45,57
1397/08/04,70,47,7
1397/08/04,70,49,355
1397/08/04,70,50,1
1397/08/04,70,51,3
1397/08/04,70,53,87
1397/08/04,70,55,0
1397/08/04,70,56,25
1397/08/04,70,58,18
1397/08/04,70,61,12
1397/08/04,70,62,10
1397/08/04,70,63,3
1397/08/04,70,65,5
1397/08/04,70,66,221
1397/08/04,70,67,170
1397/08/04,70,72,9
1397/08/04,70,75,56
1397/08/04,70,76,27
1397/08/04,72,70,8
1397/08/04,75,22,1
1397/08/04,75,49,21
1397/08/04,75,66,5
1397/08/04,75,70,57
1397/08/04,75,76,7
1397/08/04,76,70,26
1397/08/04,76,75,2
1397/08/05,3,15,2
1397/08/05,3,30,5
1397/08/05,3,49,5
1397/08/05,3,66,7
1397/08/05,3,70,42
1397/08/05,5,70,2
1397/08/05,6,49,3
1397/08/05,6,70,26
1397/08/05,8,70,5
1397/08/05,10,15,13
1397/08/05,10,30,17
1397/08/05,10,37,2
1397/08/05,10,42,2
1397/08/05,10,49,27
1397/08/05,10,58,2
1397/08/05,10,63,3
1397/08/05,10,66,18
1397/08/05,10,67,3
1397/08/05,10,70,248
1397/08/05,11,10,5
1397/08/05,11,15,3
1397/08/05,11,49,12
1397/08/05,11,70,58
1397/08/05,15,10,7
1397/08/05,15,11,4
1397/08/05,15,22,0
1397/08/05,15,30,5
1397/08/05,15,42,9
1397/08/05,15,49,10
1397/08/05,15,58,3
1397/08/05,15,66,21
1397/08/05,15,67,6
1397/08/05,15,70,100
1397/08/05,15,76,1
1397/08/05,16,30,1
1397/08/05,16,49,4
1397/08/05,16,70,63
1397/08/05,19,70,2
1397/08/05,20,70,17
1397/08/05,22,15,0
1397/08/05,22,49,5
1397/08/05,22,70,18
1397/08/05,22,75,1
1397/08/05,23,70,5
1397/08/05,24,30,1
1397/08/05,24,45,1
1397/08/05,24,49,8
1397/08/05,24,66,2
1397/08/05,24,70,33
1397/08/05,30,3,5
1397/08/05,30,10,30
1397/08/05,30,15,4
1397/08/05,30,37,2
1397/08/05,30,42,8
1397/08/05,30,49,14
1397/08/05,30,50,1
1397/08/05,30,56,4
1397/08/05,30,67,4
1397/08/05,30,70,59
1397/08/05,31,70,0
1397/08/05,32,30,0
1397/08/05,32,49,1
1397/08/05,32,70,27
1397/08/05,37,42,1
1397/08/05,37,49,3
1397/08/05,37,66,1
1397/08/05,37,67,1
1397/08/05,37,70,39
1397/08/05,39,70,1
1397/08/05,41,70,1
1397/08/05,42,10,2
1397/08/05,42,11,0
1397/08/05,42,15,7
1397/08/05,42,30,7
1397/08/05,42,37,3
1397/08/05,42,45,1
1397/08/05,42,49,2
1397/08/05,42,58,1
1397/08/05,42,63,3
1397/08/05,42,66,7
1397/08/05,42,70,52
1397/08/05,45,42,1
1397/08/05,45,49,14
1397/08/05,45,70,47
1397/08/05,49,3,2
1397/08/05,49,6,1
1397/08/05,49,10,19
1397/08/05,49,11,8
1397/08/05,49,15,5
1397/08/05,49,16,2
1397/08/05,49,24,3
1397/08/05,49,30,21
1397/08/05,49,37,5
1397/08/05,49,42,2
1397/08/05,49,45,4
1397/08/05,49,51,3
1397/08/05,49,53,1
1397/08/05,49,58,4
1397/08/05,49,63,12
1397/08/05,49,66,21
1397/08/05,49,67,6
1397/08/05,49,70,323
1397/08/05,49,75,12
1397/08/05,50,30,1
1397/08/05,50,70,1
1397/08/05,51,49,2
1397/08/05,51,70,1
1397/08/05,53,49,2
1397/08/05,53,70,47
1397/08/05,56,1,2
1397/08/05,56,30,1
1397/08/05,56,45,0
1397/08/05,56,66,1
1397/08/05,56,70,14
1397/08/05,58,10,2
1397/08/05,58,15,5
1397/08/05,58,42,2
1397/08/05,58,49,6
1397/08/05,58,56,1
1397/08/05,58,66,3
1397/08/05,58,70,15
1397/08/05,60,70,1
1397/08/05,61,70,8
1397/08/05,62,70,12
1397/08/05,63,10,9
1397/08/05,63,42,4
1397/08/05,63,49,10
1397/08/05,63,66,6
1397/08/05,63,70,4
1397/08/05,65,70,3
1397/08/05,66,3,8
1397/08/05,66,10,21
1397/08/05,66,15,14
1397/08/05,66,24,2
1397/08/05,66,30,2
1397/08/05,66,42,3
1397/08/05,66,49,18
1397/08/05,66,56,1
1397/08/05,66,58,2
1397/08/05,66,63,4
1397/08/05,66,67,9
1397/08/05,66,70,184
1397/08/05,66,75,2
1397/08/05,67,10,2
1397/08/05,67,15,3
1397/08/05,67,30,2
1397/08/05,67,37,1
1397/08/05,67,42,1
1397/08/05,67,49,12
1397/08/05,67,66,6
1397/08/05,67,70,141
1397/08/05,70,3,30
1397/08/05,70,5,4
1397/08/05,70,6,32
1397/08/05,70,8,7
1397/08/05,70,10,279
1397/08/05,70,11,60
1397/08/05,70,13,3
1397/08/05,70,15,110
1397/08/05,70,16,61
1397/08/05,70,17,2
1397/08/05,70,19,4
1397/08/05,70,20,15
1397/08/05,70,22,33
1397/08/05,70,23,3
1397/08/05,70,24,20
1397/08/05,70,30,54
1397/08/05,70,32,38
1397/08/05,70,37,42
1397/08/05,70,39,1
1397/08/05,70,41,3
1397/08/05,70,42,39
1397/08/05,70,45,48
1397/08/05,70,49,301
1397/08/05,70,50,2
1397/08/05,70,51,2
